1814400,1814700,6176858948,0.01822,0.0038640001,0,0.000007629
2008200,2008500,6176858948,0.0122199999,0.0038680001,0,0.000009537
2334600,2334900,6176858948,0.0100699998,0.0038680001,0,0.000009537
625800,626100,6176858948,0.0116900001,0.0038600001,0.000001907,0.000009537
910800,911100,6176858948,0.0124500003,0.0033869999,0.00002098,0.00001049
532200,532500,6176858948,0.009598,0.0035900001,0.000001907,0.000009537
2092800,2093100,6176858948,0.0100299995,0.0037799999,0,0.000009537
1843200,1843500,6176858948,0.0078579998,0.0036770001,0,0.000008583
75600,75900,6176858948,0.0068279998,0.0029180001,0.000002861,0.000004768
1661400,1661700,6176858948,0.0063709999,0.003609,0,0.000008583
367800,368100,6176858948,0.0046999999,0.00288,0.000001907,0.00001049
2175600,2175900,6176858948,0.0078889998,0.003853,0,0.000009537
1102800,1103100,6176858948,0.0087590003,0.003578,0.000004768,0.00001049
1426800,1427100,6176858948,0.0099029997,0.0037769999,0,0.000007629
883800,884100,6176858948,0.0099489996,0.0038719999,0.00001144,0.000009537
1869600,1869900,6176858948,0.0087590003,0.0038719999,0,0.000007629
936000,936300,6176858948,0.0113500003,0.0038379999,0.000002861,0.00001049
1304400,1304700,6176858948,0.0009623,0.0038719999,0,0.000008583
1376400,1376700,6176858948,0.0086059999,0.0037159999,0,0.000008583
1777200,1777500,6176858948,0.004311,0.0032200001,0,0.000008583
2286000,2286300,6176858948,0.0057140002,0.0033869999,0,0.000009537
619200,619500,6176858948,0.0094450004,0.0038600001,0.000002861,0.000009537
1377600,1377900,6176858948,0.0044709998,0.003208,0,0.000007629
2367600,2367900,6176858948,0.0171499997,0.0038600001,0,0.000009537
378600,378900,6176858948,0.0124199996,0.0035929999,0.000004768,0.000009537
492600,492900,6176858948,0.005287,0.0033529999,0.000004768,0.000009537
182400,182700,6176858948,0.01712,0.0038680001,0.000004768,0.000009537
944400,944700,6176858948,0.0083619999,0.003613,0.000001907,0.000009537
702600,702900,6176858948,0.0084690005,0.0036810001,0.00001431,0.000004768
1639200,1639500,6176858948,0.007584,0.0037690001,0,0.000008583
2070000,2070300,6176858948,0.0051569999,0.0032269999,0,0.000009537
703200,703500,6176858948,0.0099489996,0.0037380001,0.000002861,0.000004768
436200,436500,6176858948,0.0100999996,0.0038680001,0.00001049,0.000009537
265200,265500,6176858948,0.0136700002,0.0038719999,0.000009537,0.000009537
2154600,2154900,6176858948,0.006447,0.0033229999,0,0.000009537
1040400,1040700,6176858948,0.0187400002,0.0038680001,0.000005722,0.000009537
1725000,1725300,6176858948,0.0110900002,0.003826,0,0.000007629
1884600,1884900,6176858948,0.0089109996,0.0036849999,0,0.000002861
322800,323100,6176858948,0.0123699997,0.0038409999,0.000002861,0.000009537
1546800,1547100,6176858948,0.0224600006,0.0038600001,0,0.000008583
1720200,1720500,6176858948,0.0140500003,0.003796,0,0.000007629
778800,779100,6176858948,0.0068359999,0.003269,0.000001907,0.000009537
2295600,2295900,6176858948,0.0194400009,0.0038680001,0,0.000009537
781800,782100,6176858948,0.0103500001,0.0036889999,0.000001907,0.000009537
2201400,2201700,6176858948,0.0083619999,0.0037159999,0,0.000009537
1886400,1886700,6176858948,0.0120999999,0.0036510001,0,0.000002861
2049000,2049300,6176858948,0.0092620002,0.0037730001,0,0.000009537
908400,908700,6176858948,0.0082400003,0.0035590001,0.000004768,0.000009537
1596600,1596900,6176858948,0.0097200004,0.003757,0,0.000008583
147600,147900,6176858948,0.006577,0.0033,0.00002575,0.000009537
1070400,1070700,6176858948,0.0072940001,0.0034709999,0.000005722,0.00001049
152400,152700,6176858948,0.0094450004,0.003487,0.000002861,0.000009537
1402800,1403100,6176858948,0.0109099997,0.0038719999,0,0.000007629
936600,936900,6176858948,0.0074999998,0.003605,0.000001907,0.00001049
876000,876300,6176858948,0.0080570001,0.003391,0.000002861,0.000009537
333600,333900,6176858948,0.0073389998,0.003696,0.000001907,0.000009537
1944000,1944300,6176858948,0.0076370002,0.0034980001,0,0.000009537
2230200,2230500,6176858948,0.0101899998,0.003826,0,0.000009537
1471200,1471500,6176858948,0.01021,0.0037730001,0,0.000007629
1677000,1677300,6176858948,0.005684,0.003551,0,0.000008583
2211600,2211900,6176858948,0.0103000002,0.003727,0,0.000009537
1305000,1305300,6176858948,0.0116400002,0.0038640001,0,0.000008583
1764600,1764900,6176858948,0.0108000003,0.0036539999,0,0.000008583
1270200,1270500,6176858948,0.0089419996,0.0035550001,0,0.00001049
2176800,2177100,6176858948,0.0064320001,0.0034409999,0,0.000009537
2227200,2227500,6176858948,0.0126299998,0.0038719999,0,0.000009537
760800,761100,6176858948,0.01076,0.003735,0.000002861,0.000009537
2001000,2001300,6176858948,0.01033,0.003574,0,0.000009537
349800,350100,6176858948,0.0077209999,0.003613,0.000002861,0.00001049
1803000,1803300,6176858948,0.0099640004,0.0038449999,0,0.000008583
1003200,1003500,6176858948,0.0048600002,0.0030060001,0.000002861,0.000009537
2346000,2346300,6176858948,0.0052189999,0.0036319999,0,0.000009537
60600,60900,6176858948,0.0162700005,0.0038600001,0.0000124,0.000002861
702000,702300,6176858948,0.009354,0.0034409999,0.000008583,0.000003815
2128200,2128500,6176858948,0.0047380002,0.0029490001,0,0.000009537
2328600,2328900,6176858948,0.0135000004,0.0038680001,0,0.000009537
1060200,1060500,6176858948,0.0079190005,0.0036319999,0.00001717,0.000009537
2356200,2356500,6176858948,0.0079039996,0.0037189999,0,0.000009537
2274000,2274300,6176858948,0.0075449999,0.0036849999,0,0.000009537
2109600,2109900,6176858948,0.0126799997,0.0036889999,0,0.000009537
2499000,2499300,6176858948,0.0095370002,0.0035929999,0,0.000008583
465600,465900,6176858948,0.0115499999,0.003643,0.000001907,0.00001049
1183200,1183500,6176858948,0.0104099996,0.0037420001,0,0.00001049
1153200,1153500,6176858948,0.0088649997,0.0037380001,0,0.000009537
1182000,1182300,6176858948,0.0111100003,0.0038680001,0,0.00001049
358200,358500,6176858948,0.0131799998,0.0038719999,0.000003815,0.000009537
1290600,1290900,6176858948,0.0003662,0.0038759999,0,0.000009537
1806600,1806900,6176858948,0.0096739996,0.0038680001,0,0.000008583
1660800,1661100,6176858948,0.0088809999,0.0038640001,0,0.000008583
1383000,1383300,6176858948,0.0109999999,0.0038640001,0,0.000008583
1771800,1772100,6176858948,0.0077439998,0.0038640001,0,0.000008583
1954200,1954500,6176858948,0.0084079998,0.0032579999,0,0.000009537
176400,176700,6176858948,0.0136700002,0.0038680001,0.00001144,0.00001049
708000,708300,6176858948,0.0057680001,0.003033,0.000001907,0.000004768
1353600,1353900,6176858948,0.0114099998,0.003853,0,0.000008583
398400,398700,6176858948,0.0074919998,0.003174,0.000009537,0.00001049
1245000,1245300,6176858948,0.0015369999,0.0038719999,0,0.000009537
2287800,2288100,6176858948,0.006294,0.0036239999,0,0.000009537
1803600,1803900,6176858948,0.0092470003,0.003857,0,0.000008583
2363400,2363700,6176858948,0.007828,0.0036200001,0,0.000009537
1294800,1295100,6176858948,0.0042039999,0.0038680001,0,0.000007629
2095800,2096100,6176858948,0.0056079999,0.0033529999,0,0.000009537
630000,630300,6176858948,0.0101600001,0.0038149999,0.000003815,0.000009537
1120200,1120500,6176858948,0.0081630005,0.0036510001,0.000002861,0.000009537
2083200,2083500,6176858948,0.0194099993,0.003853,0,0.000009537
138600,138900,6176858948,0.0097500002,0.0032649999,0.000001907,0.000009537
2482200,2482500,6176858948,0.0206300002,0.003857,0,0.000009537
1893600,1893900,6176858948,0.0129500004,0.003853,0,0.000003815
753600,753900,6176858948,0.0102199996,0.00367,0.000002861,0.000009537
